"","achi_1m","sepa_1m","self_1m","impu_1m","atta_1m","mani_1m","perf_1m","subm_1m","orde_1m","pers_1m","anxi_2m","achi_2m","sepa_2m","self_2m","diso_2m","stre_2m","labi_2m","resi_2m","expr_2m","with_2m","shyn_2m","irri_3m","acti_3m","achi_3m","dist_3m","depe_3m","empa_3m","atta_3m","risk_3m","diso_3m","labi_3m","depr_3m","naiv_3m","subm_3m","with_3m","aggr_3m","anxi_4m","para_4m","domi_3m","sepa_4m","self_4m","depe_4m","impu_4m","empa_4m","risk_4m","diso_4m","stre_4m","mani_4m","resi_4m","avoi_4m","flex_4m","rumi_4m","perf_4m","naiv_4m","gran_4m","with_4m","orde_4m","pers_4m","obse_4m","para_5m","acti_5m","achi_5m","narc_5m","self_5m","depe_5m","impu_5m","empa_5m","risk_5m","labi_5m","depr_5m","rumi_5m","gran_5m","aggr_5m","shyn_5m","para_6m","acti_6m","domi_5m","narc_6m","dist_6m","atta_6m","stre_6m","flex_6m","perf_6m","expr_6m","with_6m","orde_6m","dayd_1m","dayd_2m","oddt_2m","fant_1m","fant_3m","sens_2m","oddt_3m","fant_5m","sens_3m","dayd_4m","sens_4m","oddt_6m"
"64",3,1,3,3,2,1,1,1,1,1,1,1,1,3,5,2,1,1,1,4,3,3,3,1,3,2,1,1,1,4,2,1,3,3,3,3,1,1,1,1,2,1,2,3,1,5,1,1,1,2,1,1,1,3,1,3,1,1,1,1,3,1,1,2,3,2,3,2,2,1,1,1,2,3,1,3,1,1,2,1,1,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1,3,2,1,2,1,1,2,1,4,5,2,2,4,4,4,3,1,4,4,2,2,5,1,3,2,1,2,2,4,2,4,2,2,2,1,2,2,2,3,5,2,1,1,1,5,4,1,2,2,2,2,1,2,2,5,1,4,1,2,4,1,1,4,4,1,1,1,2,3,5,2,2,2,2,2,3,1,4,2,3,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2,1,1,3,1,2,1,1,1,3,1,1,1,1,3,1,2,2,2,1,1,2,3,1,1,1,1,1,3,3,1,1,1,1,1,3,1,1,3,1,2,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,1,2,1,3,3,3,2,2,1,1,1,1,3,1,2,1,3,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,3,1,1,1,2,3,1,1,1,1,1,1,2,1,1,3,2,1,2,3,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",3,1,1,2,1,2,1,1,1,2,1,2,1,1,4,2,4,2,1,2,1,4,1,1,1,1,1,1,1,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,4,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",1,1,3,3,4,1,1,2,1,3,1,1,1,3,4,1,1,1,2,1,1,2,1,1,1,3,1,3,1,4,1,1,4,2,3,3,1,1,1,1,2,2,3,1,1,4,2,1,1,1,3,1,1,2,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",3,2,1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",1,3,1,1,5,1,1,1,1,1,3,1,1,5,3,1,1,1,3,1,1,1,1,1,2,1,1,3,1,1,1,1,5,4,1,1,1,1,1,2,3,5,1,1,1,3,3,1,1,1,2,1,1,3,1,5,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2,2,2,2,2,1,1,1,1,2,1,2,2,2,4,3,2,1,1,3,1,2,1,1,1,2,2,2,2,4,1,1,2,1,2,3,2,1,1,1,2,2,1,2,1,3,3,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,3,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",1,2,1,1,3,1,1,1,1,1,2,1,1,3,3,2,1,1,1,2,1,1,2,1,3,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,3,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2,3,2,3,2,1,1,2,2,2,2,1,2,3,2,3,2,1,2,2,1,1,1,1,3,2,2,2,2,3,2,2,3,2,2,2,2,1,1,1,3,2,2,1,1,3,2,2,1,1,2,2,1,2,2,2,1,3,2,2,1,1,3,3,2,2,1,1,2,3,2,2,1,2,2,1,1,2,3,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",1,1,2,3,2,4,1,3,1,3,1,1,1,1,3,1,2,2,2,2,1,3,2,1,2,2,2,2,2,3,2,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,4,1,1,1,1,2,2,1,3,3,2,2,1,1,1,2,1,2,1,2,2,3,2,1,1,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2,2,2,2,2,1,1,3,1,1,2,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,3,2,2,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2,1,2,5,3,2,2,2,1,4,2,1,1,3,5,1,5,3,3,4,2,5,5,2,5,2,2,2,3,5,5,1,3,3,2,4,2,2,2,1,4,3,4,2,3,5,1,1,4,2,1,1,1,3,1,2,1,4,1,2,5,1,2,3,3,4,2,3,5,1,1,1,5,3,1,5,2,2,5,2,1,3,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2,2,1,4,2,3,1,1,1,4,1,1,2,1,5,1,1,3,3,1,1,1,5,3,2,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,2,2,4,1,4,2,1,1,3,1,1,1,1,2,1,1,1,3,1,1,4,1,2,1,1,4,1,4,1,1,1,2,1,1,1,4,1,2,2,1,1,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2,2,2,3,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,3,2,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2,1,2,2,2,1,1,1,1,2,2,2,1,2,3,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,3,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",1,1,2,2,3,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1,1,2,1,2,1,2,3,1,3,1,1,1,3,4,1,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,4,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1,1,3,4,3,1,1,3,1,3,1,1,1,3,4,3,1,1,1,3,1,1,2,1,5,3,1,3,3,3,2,1,3,4,3,1,1,1,1,1,4,3,4,1,2,5,3,1,1,1,3,1,1,3,1,2,1,4,3,1,2,1,1,5,3,4,1,1,1,4,3,1,1,1,1,1,1,2,4,3,3,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2,1,1,1,1,1,1,1,1,2,1,1,2,2,5,4,2,1,1,2,1,4,3,2,3,1,1,1,1,4,2,1,1,1,2,3,1,2,2,1,2,1,1,2,2,2,3,1,1,1,1,2,2,1,1,2,1,3,1,1,2,1,1,2,1,1,2,1,2,1,1,2,3,1,1,3,2,1,3,2,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,2,3,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",3,1,2,3,3,2,1,1,1,3,2,1,1,2,3,3,2,3,1,3,1,3,4,1,3,3,2,2,1,3,2,1,2,1,3,3,2,2,2,1,2,3,2,3,3,2,3,1,3,1,1,1,1,2,1,4,1,3,1,1,3,2,1,2,2,3,3,1,1,1,1,1,3,1,1,3,1,2,3,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",1,1,4,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",3,4,4,3,4,4,1,5,1,2,2,1,5,4,2,2,1,3,2,1,1,4,1,1,1,3,1,4,4,3,2,1,3,2,1,4,1,1,3,3,4,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,4,2,1,1,2,1,2,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",1,2,2,4,3,2,1,2,1,2,1,1,2,2,5,1,1,1,1,5,1,3,3,1,2,2,1,1,2,3,1,1,5,3,5,1,1,1,2,1,1,3,2,1,2,5,3,1,1,1,2,3,2,3,2,5,1,2,1,1,2,1,3,3,2,3,1,2,1,1,2,2,1,1,1,2,2,2,2,2,3,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1,1,5,5,2,2,1,1,1,1,4,1,1,3,3,5,3,2,1,5,1,3,5,1,5,3,1,1,1,3,3,1,3,1,3,1,3,5,1,5,5,1,3,1,1,3,1,1,3,1,3,3,1,3,1,5,1,3,1,1,1,1,1,5,3,5,1,1,3,5,3,1,1,1,5,5,1,1,3,1,5,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,3,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2,5,1,5,3,5,1,5,1,3,5,1,5,1,5,5,5,1,5,1,1,4,4,1,1,4,1,5,1,5,5,1,3,2,1,5,1,1,2,3,1,3,1,1,3,1,5,2,2,1,5,1,3,2,1,1,1,3,1,1,3,1,5,1,2,4,1,1,5,1,1,4,5,1,1,4,5,5,5,5,5,3,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2,1,1,1,2,2,1,3,1,1,1,2,1,3,3,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1,1,1,3,1,1,1,1,2,3,1,1,1,1,1,3,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2,1,2,3,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1,1,1,3,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,3,1,3,1,1,1,1,1,4,1,1,1,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,3,2,1,1,2,1,2,2,1,2,1,1,2,3,2,2,1,3,2,2,3,2,1,1,1,3,2,2,1,2,2,3,1,2,1,1,1,1,2,1,2,1,2,1,1,3,1,1,3,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,3,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2,2,1,3,3,1,1,1,1,4,2,1,1,2,2,3,1,1,1,3,1,1,1,1,3,3,1,3,1,4,1,1,3,3,1,3,1,1,1,1,3,1,1,4,2,4,4,1,1,1,3,2,2,3,1,3,1,2,1,1,1,1,1,3,2,3,1,1,1,2,2,1,1,1,1,2,1,1,2,3,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",1,2,3,2,2,2,2,2,1,2,1,1,1,4,4,1,2,1,1,1,1,1,5,2,5,3,1,1,3,2,1,2,2,2,4,1,1,1,1,3,2,1,1,1,3,2,4,2,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,2,1,2,1,2,2,2,2,1,1,2,1,4,1,1,4,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1,1,1,2,1,2,1,1,1,1,1,1,1,4,3,3,4,2,2,2,1,4,2,1,4,3,1,2,2,2,2,1,3,1,2,3,2,2,2,2,3,2,2,1,1,2,2,2,1,1,1,1,1,3,1,1,1,3,1,1,2,1,2,4,3,2,1,1,1,2,2,1,1,2,2,2,2,2,3,3,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2,1,1,3,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,3,1,1,1,1,1,1,2,1,2,1,3,2,3,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2,4,3,3,4,3,1,1,1,2,2,1,2,4,3,4,2,1,2,1,1,3,2,2,2,4,1,4,1,3,2,1,4,2,2,1,3,1,1,4,4,4,1,1,1,2,4,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1,2,3,1,2,1,1,2,1,1,4,2,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1,2,2,2,2,1,3,1,1,3,2,1,2,4,4,2,2,2,2,3,2,3,2,1,5,3,1,2,4,3,1,1,3,3,3,3,3,1,1,2,5,1,2,2,4,3,4,1,1,1,2,1,1,2,1,3,1,4,1,2,1,1,1,3,3,2,1,3,3,3,2,1,2,1,1,4,1,1,4,2,3,4,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2,1,3,4,4,2,2,2,1,4,4,1,2,5,3,2,3,1,1,4,2,4,2,1,3,3,1,1,1,4,3,2,4,3,4,2,3,2,2,2,3,1,2,2,1,3,2,1,1,3,1,1,2,4,1,4,1,3,1,2,2,1,2,3,2,2,2,2,2,2,3,1,2,2,2,2,2,2,4,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2,1,1,1,2,1,1,1,1,1,2,2,1,2,3,1,1,1,3,1,1,1,2,1,1,3,1,3,2,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,3,1,1,2,1,1,1,4,1,3,2,1,1,3,2,3,1,2,1,1,3,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,1,1,2,1,2,3,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2,4,1,1,2,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2,1,1,2,3,1,1,1,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,3,2,1,3,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2,2,1,2,1,1,1,2,1,1,1,1,3,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,1,1,3,2,1,1,1,1,1,3,2,1,1,2,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
